Column1,Y,X,인접지 주소(동),이미지 주소
174,37.5623855,126.9817466,중구 소공동,img/portfolio/175.png
175,37.56669656,126.9884781,중구 을지로2가,img/portfolio/176.png
176,37.56518039,126.9872062,중구 을지로2가,img/portfolio/177.png
177,37.56569155,126.9877931,중구 저동1가,img/portfolio/178.png
178,37.56438022,126.9860486,중구 명동1가,img/portfolio/179.png
179,37.59879995,126.9147973,은평구 신사동,img/portfolio/180.png
180,37.63913096,127.0384192,도봉구 창동,img/portfolio/181.png
181,37.65331457,127.0487775,도봉구 창동,img/portfolio/182.png
182,37.61038131,126.9302401,은평구 불광동,img/portfolio/183.png
183,37.61172953,126.9290564,은평구 불광동,img/portfolio/184.png
184,37.56333635,127.0415886,성동구 마장동,img/portfolio/185.png
185,37.55810296,127.0410583,성동구 행당동,img/portfolio/186.png
186,37.5610415,127.0360225,성동구 행당동,img/portfolio/187.png
187,37.55845174,127.0341506,성동구 행당동,img/portfolio/188.png
188,37.55827469,127.0334107,성동구 행당동,img/portfolio/189.png
189,37.49965692,126.9990314,서초구 반포동,img/portfolio/190.png
190,37.49675767,126.9853422,서초구 방배동,img/portfolio/191.png
191,37.48601259,126.9856668,서초구 방배동,img/portfolio/192.png
192,37.4910355,126.9917653,서초구 방배동,img/portfolio/193.png
193,37.52113481,126.9694188,용산구 이촌동,img/portfolio/194.png
194,37.6461968,127.0530263,도봉구 창동,img/portfolio/195.png
195,37.48481279,127.0374462,서초구 양재동,img/portfolio/196.png
196,37.48334548,127.0421525,서초구 양재동,img/portfolio/197.png
197,37.48077892,127.0416421,서초구 양재동,img/portfolio/198.png
198,37.47877307,127.0389856,서초구 양재동,img/portfolio/199.png
199,37.47077749,127.0257447,서초구 우면동,img/portfolio/200.png
200,37.46969327,127.0413512,서초구 양재동,img/portfolio/201.png
201,37.49547802,127.0176033,서초구 서초동,img/portfolio/202.png
202,37.50291063,127.0127983,서초구 반포동,img/portfolio/203.png
203,37.50171156,127.0117293,서초구 반포동,img/portfolio/204.png
204,37.62346984,126.9197245,은평구 갈현동,img/portfolio/205.png
205,37.61838206,126.9216257,은평구 대조동,img/portfolio/206.png
206,37.60044219,126.9230069,은평구 응암동,img/portfolio/207.png
207,37.60092152,126.9337505,은평구 응암동,img/portfolio/208.png
208,37.53746949,126.872266,양천구 목동,img/portfolio/209.png
209,37.5881974,126.916658,은평구 응암동,img/portfolio/210.png
210,37.61244982,126.9155507,은평구 갈현동,img/portfolio/211.png
211,37.61414632,126.9102611,은평구 구산동,img/portfolio/212.png
212,37.58420971,126.897784,은평구 수색동,img/portfolio/213.png
213,37.57794842,126.901775,은평구 증산동,img/portfolio/214.png
214,37.62169419,126.926436,은평구 불광동,img/portfolio/215.png
215,37.60562595,126.9105909,은평구 역촌동,img/portfolio/216.png
216,37.52926843,127.124108,강동구 성내동,img/portfolio/217.png
217,37.53059258,127.1216243,강동구 성내동,img/portfolio/218.png
218,37.53292589,127.1217594,강동구 성내동,img/portfolio/219.png
219,37.53536348,127.128264,강동구 성내동,img/portfolio/220.png
220,37.53570302,127.1283633,강동구 성내동,img/portfolio/221.png
221,37.53273542,127.135769,강동구 성내동,img/portfolio/222.png
222,37.5303314,127.1308783,강동구 둔촌동,img/portfolio/223.png
223,37.65218428,127.0510968,도봉구 창동,img/portfolio/224.png
224,37.5946639,126.9184075,은평구 응암동,img/portfolio/225.png
225,37.55630398,127.0823637,광진구 중곡동,img/portfolio/226.png
226,37.56855468,127.0856179,광진구 중곡동,img/portfolio/227.png
227,37.53754479,127.0872644,광진구 구의동,img/portfolio/228.png
228,37.53685447,127.0845959,광진구 구의동,img/portfolio/229.png
229,37.54493866,127.0855395,광진구 구의동,img/portfolio/230.png
230,37.55229958,127.0898295,광진구 구의동,img/portfolio/231.png
231,37.54516462,127.0872945,광진구 구의동,img/portfolio/232.png
232,37.54462748,127.0903006,광진구 구의동,img/portfolio/233.png
233,37.56137732,126.9789154,중구 남대문로3가,img/portfolio/234.png
234,37.56908079,127.0117224,중구 신당동,img/portfolio/235.png
235,37.49244739,127.0300056,서초구 서초동,img/portfolio/236.png
236,37.49161216,127.0304084,서초구 서초동,img/portfolio/237.png
237,37.48934279,127.031349,서초구 서초동,img/portfolio/238.png
238,37.4877587,127.0321196,서초구 서초동,img/portfolio/239.png
239,37.48481525,127.0319089,서초구 서초동,img/portfolio/240.png
240,37.5016096,126.8772422,구로구 구로동,img/portfolio/241.png
241,37.49543192,126.8758866,구로구 구로동,img/portfolio/242.png
242,37.49393726,126.883211,구로구 구로동,img/portfolio/243.png
243,37.56277148,126.9852451,중구 명동2가,img/portfolio/244.png
244,37.56210405,126.9857783,중구 충무로2가,img/portfolio/245.png
245,37.56652119,127.0042483,중구 을지로6가,img/portfolio/246.png
246,37.52369665,127.134497,강동구 성내동,img/portfolio/247.png
247,37.53142179,127.1379682,강동구 둔촌동,img/portfolio/248.png
248,37.53421714,127.1447667,강동구 둔촌동,img/portfolio/249.png
249,37.53436204,127.1381973,강동구 길동,img/portfolio/250.png
250,37.53633998,127.1370748,강동구 길동,img/portfolio/251.png
251,37.5362967,127.1318046,강동구 천호동,img/portfolio/252.png
252,37.56184636,127.0609505,성동구 용답동,img/portfolio/253.png
253,37.52750575,126.9665563,용산구 한강로2가,img/portfolio/254.png
254,37.50641755,126.9013316,영등포구 신길동,img/portfolio/255.png
255,37.50099332,127.0040199,서초구 반포동,img/portfolio/256.png
256,37.51685275,127.0190703,서초구 잠원동,img/portfolio/257.png
257,37.51047611,127.019643,서초구 반포동,img/portfolio/258.png
258,37.50953151,126.9242941,동작구 대방동,img/portfolio/259.png
259,37.54716938,127.0481697,성동구 성수동1가,img/portfolio/260.png
260,37.54482618,127.0547937,성동구 성수동2가,img/portfolio/261.png
261,37.54414433,127.0569347,성동구 성수동2가,img/portfolio/262.png
262,37.54459943,127.0571018,성동구 성수동2가,img/portfolio/263.png
263,37.54803379,127.0621982,성동구 성수동2가,img/portfolio/264.png
264,37.64796194,127.0344992,도봉구 창동,img/portfolio/265.png
265,37.5481933,127.0671357,성동구 성수동2가,img/portfolio/266.png
266,37.54569279,127.0655149,성동구 성수동2가,img/portfolio/267.png
267,37.53931441,127.0464292,성동구 성수동1가,img/portfolio/268.png
268,37.5613195,126.9938348,중구 충무로4가,img/portfolio/269.png
269,37.56112017,127.0060984,중구 장충동1가,img/portfolio/270.png
270,37.56005935,127.0139315,중구 신당동,img/portfolio/271.png
271,37.56023077,126.9762075,중구 남대문로4가,img/portfolio/272.png
272,37.55957983,126.9722918,중구 봉래동1가,img/portfolio/273.png
273,37.55795238,126.972063,중구 봉래동1가,img/portfolio/274.png
274,37.56075779,126.9774569,중구 남대문로4가,img/portfolio/275.png
275,37.56676066,126.9898185,중구 을지로3가,img/portfolio/276.png
276,37.58583474,127.0007915,종로구 혜화동,img/portfolio/277.png
277,37.5848569,127.0010046,종로구 혜화동,img/portfolio/278.png
278,37.57792699,126.9857291,종로구 재동,img/portfolio/279.png
279,37.57523983,126.9729711,종로구 적선동,img/portfolio/280.png
280,37.57037043,126.9837812,종로구 종로2가,img/portfolio/281.png
281,37.57027564,126.9917802,종로구 종로3가,img/portfolio/282.png
282,37.57032543,126.9928116,종로구 종로3가,img/portfolio/283.png
283,37.5705344,126.9911442,종로구 종로3가,img/portfolio/284.png
284,37.57062627,126.9922414,종로구 종로3가,img/portfolio/285.png
285,37.57069026,126.9988196,종로구 종로4가,img/portfolio/286.png
286,37.57046963,126.9956194,종로구 종로4가,img/portfolio/287.png
287,37.57096182,126.9991015,종로구 종로4가,img/portfolio/288.png
288,37.57092223,127.004022,종로구 종로5가,img/portfolio/289.png
289,37.57008978,127.0018517,종로구 종로5가,img/portfolio/290.png
290,37.5043359,126.9217587,영등포구 신길동,img/portfolio/291.png
291,37.57117344,127.0017604,종로구 종로5가,img/portfolio/292.png
292,37.572132,127.0064952,종로구 종로6가,img/portfolio/293.png
293,37.5729255,127.0148677,종로구 창신동,img/portfolio/294.png
294,37.57217233,127.0123736,종로구 창신동,img/portfolio/295.png
295,37.57194167,127.0113757,종로구 창신동,img/portfolio/296.png
296,37.57192402,126.9803932,종로구 청진동,img/portfolio/297.png
297,37.57040184,126.9791756,종로구 청진동,img/portfolio/298.png
298,37.60610238,126.967768,종로구 평창동,img/portfolio/299.png
299,37.56769098,126.9687518,중구 충정로1가,img/portfolio/300.png
300,37.56891935,126.9763698,중구 태평로1가,img/portfolio/301.png
301,37.56781667,126.9791575,중구 무교동,img/portfolio/302.png
302,37.5612581,126.9784409,중구 을지로2가,img/portfolio/303.png
303,37.55960647,126.9797991,중구 을지로1가,img/portfolio/304.png
304,37.57303554,126.9836441,종로구 견지동,img/portfolio/305.png
305,37.57436563,126.9869894,종로구 경운동,img/portfolio/306.png
306,37.57399491,126.972967,종로구 내수동,img/portfolio/307.png
307,37.5723896,126.9744676,종로구 당주동,img/portfolio/308.png
308,37.57250035,126.990871,종로구 돈의동,img/portfolio/309.png
309,37.58129001,126.9360641,서대문구 홍은동,img/portfolio/310.png
310,37.5005036,126.9094691,영등포구 신길동,img/portfolio/311.png
311,37.57094457,127.0126377,종로구 창신동,img/portfolio/312.png
312,37.56680779,126.9925184,중구 을지로3가,img/portfolio/313.png
313,37.56470522,126.9909368,중구 초동,img/portfolio/314.png
314,37.56410147,126.9925197,중구 초동,img/portfolio/315.png
315,37.564558,126.9933798,중구 초동,img/portfolio/316.png
316,37.56502453,126.9934188,중구 인현동1가,img/portfolio/317.png
317,37.56306986,126.9932641,중구 인현동1가,img/portfolio/318.png
318,37.56557939,126.9953684,중구 인현동1가,img/portfolio/319.png
319,37.56594082,126.9962872,중구 을지로4가,img/portfolio/320.png
320,37.56443247,126.9960167,중구 인현동2가,img/portfolio/321.png
321,37.56568553,126.9660774,서대문구 충정로2가,img/portfolio/322.png
322,37.56248518,126.9961951,중구 충무로4가,img/portfolio/323.png
323,37.56287312,126.9983083,중구 충무로4가,img/portfolio/324.png
324,37.55557581,127.0112485,중구 신당동,img/portfolio/325.png
325,37.56249672,127.0002339,중구 묵정동,img/portfolio/326.png
326,37.56680465,126.99091,중구 을지로3가,img/portfolio/327.png
327,37.56920006,127.0143143,중구 신당동,img/portfolio/328.png
328,37.56603029,127.001601,중구 을지로5가,img/portfolio/329.png
329,37.56361575,126.9751241,중구 서소문동,img/portfolio/330.png
330,37.56373793,126.9788476,중구 소공동,img/portfolio/331.png
331,37.5643838,126.9765586,중구 태평로2가,img/portfolio/332.png
332,37.56427499,126.9760776,중구 서소문동,img/portfolio/333.png
333,37.56361453,126.9758111,중구 서소문동,img/portfolio/334.png
334,37.56332929,126.9769582,중구 태평로2가,img/portfolio/335.png
335,37.56230666,126.976055,중구 태평로2가,img/portfolio/336.png
336,37.56196961,126.9774035,중구 북창동,img/portfolio/337.png
337,37.53862868,127.1279552,강동구 천호동,img/portfolio/338.png
338,37.53920775,127.1234689,강동구 천호동,img/portfolio/339.png
339,37.54028503,127.1238615,강동구 천호동,img/portfolio/340.png
340,37.54105285,127.1244285,강동구 천호동,img/portfolio/341.png
341,37.54012973,127.1283696,강동구 천호동,img/portfolio/342.png
342,37.48405403,127.0173381,서초구 서초동,img/portfolio/343.png
343,37.48618237,127.0209831,서초구 서초동,img/portfolio/344.png
344,37.48484279,127.014825,서초구 서초동,img/portfolio/345.png
345,37.48475901,127.015745,서초구 서초동,img/portfolio/346.png
346,37.48455105,127.0130802,서초구 서초동,img/portfolio/347.png
347,37.48258795,127.0046962,서초구 서초동,img/portfolio/348.png
348,37.48314006,127.0121434,서초구 서초동,img/portfolio/349.png
349,37.48601808,127.0103239,서초구 서초동,img/portfolio/350.png
350,37.48387457,127.0172499,서초구 서초동,img/portfolio/351.png
351,37.48785051,127.0125792,서초구 서초동,img/portfolio/352.png
352,37.48823488,127.0138561,서초구 서초동,img/portfolio/353.png
353,37.49308063,127.0126768,서초구 서초동,img/portfolio/354.png
354,37.49405037,127.0141382,서초구 서초동,img/portfolio/355.png
355,37.51429654,127.0112236,서초구 잠원동,img/portfolio/356.png
356,37.50867635,127.0115542,서초구 잠원동,img/portfolio/357.png
357,37.51504849,127.0152715,서초구 잠원동,img/portfolio/358.png
358,37.50564881,127.0025375,서초구 잠원동,img/portfolio/359.png
359,37.48888141,127.0165484,서초구 서초동,img/portfolio/360.png
360,37.50358667,127.0208917,서초구 반포동,img/portfolio/361.png
361,37.47209952,127.0459127,서초구 양재동,img/portfolio/362.png
362,37.47724171,127.000628,서초구 방배동,img/portfolio/363.png
363,37.47837978,126.9998675,서초구 방배동,img/portfolio/364.png
364,37.48115774,126.998022,서초구 방배동,img/portfolio/365.png
365,37.49363637,126.9900968,서초구 방배동,img/portfolio/366.png
366,37.54635992,127.144956,강동구 명일동,img/portfolio/367.png
367,37.55148599,127.143923,강동구 명일동,img/portfolio/368.png
368,37.54722158,127.1347676,강동구 천호동,img/portfolio/369.png
369,37.54769498,127.1433039,강동구 천호동,img/portfolio/370.png
370,37.53507006,127.1391648,강동구 길동,img/portfolio/371.png
371,37.53883596,127.1405226,강동구 길동,img/portfolio/372.png
372,37.53799137,127.1434787,강동구 길동,img/portfolio/373.png
373,37.55054348,127.1456702,강동구 명일동,img/portfolio/374.png
374,37.55198296,127.1529694,강동구 명일동,img/portfolio/375.png
375,37.55869092,127.1516923,강동구 고덕동,img/portfolio/376.png
376,37.55484472,127.1376201,강동구 암사동,img/portfolio/377.png
377,37.55097935,127.1717086,강동구 상일동,img/portfolio/378.png
378,37.54657691,126.9813839,용산구 후암동,img/portfolio/379.png
379,37.50881083,126.9402515,동작구 노량진동,img/portfolio/380.png
380,37.48669654,126.9820129,동작구 사당동,img/portfolio/381.png
381,37.47996651,126.9816415,동작구 사당동,img/portfolio/382.png
382,37.48867078,126.9722199,동작구 사당동,img/portfolio/383.png
383,37.48380871,126.9729805,동작구 사당동,img/portfolio/384.png
384,37.50132496,126.9494633,동작구 상도1동,img/portfolio/385.png
385,37.50451325,126.9468557,동작구 상도동,img/portfolio/386.png
386,37.49897752,126.9283883,동작구 대방동,img/portfolio/387.png
387,37.49790633,126.9279073,동작구 신대방동,img/portfolio/388.png
388,37.48965231,126.9072886,동작구 신대방동,img/portfolio/389.png
389,37.49816195,126.9212848,동작구 대방동,img/portfolio/390.png
390,37.50020255,126.9206207,동작구 대방동,img/portfolio/391.png
391,37.55600709,126.9365726,서대문구 창천동,img/portfolio/392.png
392,37.48993663,127.0088363,서초구 서초동,img/portfolio/393.png
393,37.5134105,126.9436394,동작구 노량진동,img/portfolio/394.png
394,37.51203418,126.9442109,동작구 노량진동,img/portfolio/395.png
395,37.51343437,126.9462278,동작구 노량진동,img/portfolio/396.png
396,37.51315629,126.9356995,동작구 노량진동,img/portfolio/397.png
397,37.51335113,126.9389839,동작구 노량진동,img/portfolio/398.png
398,37.56814424,126.9819372,중구 다동,img/portfolio/399.png
399,37.56707078,126.9831121,중구 삼각동,img/portfolio/400.png
400,37.56747505,126.9895475,중구 수표동,img/portfolio/401.png
401,37.56600768,126.9868828,중구 을지로2가,img/portfolio/402.png
402,37.56864586,126.9981135,중구 주교동,img/portfolio/403.png
403,37.56697551,126.9976857,중구 을지로4가,img/portfolio/404.png
404,37.51161957,126.922897,영등포구 신길동,img/portfolio/405.png
405,37.54794874,127.0449081,성동구 성수동1가,img/portfolio/406.png
406,37.56714741,127.002058,중구 을지로5가,img/portfolio/407.png
407,37.56737169,127.006223,중구 을지로6가,img/portfolio/408.png
408,37.56768838,127.0086507,중구 충무로1가,img/portfolio/409.png
409,37.49440259,127.0133834,서초구 서초동,img/portfolio/410.png
410,37.49379123,127.0158751,서초구 서초동,img/portfolio/411.png
411,37.51440832,126.8608724,양천구 신정동,img/portfolio/412.png
412,37.54667164,127.1721048,강동구 상일동,img/portfolio/413.png
413,37.55350082,127.1441559,강동구 명일동,img/portfolio/414.png
414,37.55086133,127.1654112,강동구 상일동,img/portfolio/415.png
415,37.54909579,127.1525506,강동구 명일동,img/portfolio/416.png
416,37.49705853,126.9032175,영등포구 대림동,img/portfolio/417.png
